intent,examples,
goodbye,all the best,
goodbye,"farewell friend" 
goodbye,I'm off,
goodbye,I'm leaving,
goodbye,time to go,
goodbye,talk soon,
goodbye,signing off,
goodbye,hope to chat again,
goodbye,see you again,
goodbye,Later alligator!
goodbye,See ya!
goodbye,Bye-bye!
goodbye,Take it easy!
goodbye,Have a great day!
goodbye,See you around!
goodbye,Until we meet again!
goodbye,Peace out!
goodbye,So long!
goodbye,Gotta go!
goodbye,Talk to you later!
goodbye,See you tomorrow!
goodbye,Stay safe!
goodbye,Iâ€™m off!
goodbye,Keep in touch!
goodbye,Later!
goodbye,It was nice talking to you!
goodbye,Adios!
goodbye,Ciao!
goodbye,Sayonara!
goodbye,Bye take care!
goodbye,Have a good one!
goodbye,See you next time!
goodbye,Until later!
goodbye,Hope to see you again!
goodbye,So long my friend!
goodbye,Have a nice day!
goodbye,Take care of yourself!
goodbye,Gotta run!
goodbye,Enjoy your day!
goodbye,Stay well!
goodbye,Until we chat again!
goodbye,Catch you on the flip side!
goodbye,Itâ€™s been real!
goodbye,Be well!
goodbye,Safe travels!
goodbye,Goodbye my friend!
goodbye,Iâ€™ll be seeing you!
goodbye,Donâ€™t be a stranger!
goodbye,Wish you the best!
goodbye,See you when I see you!
goodbye,Have a wonderful time!
goodbye,Goodbye!
goodbye,See you later!
goodbye,Take care!
goodbye,Bye for now!
goodbye,Catch you later!
goodbye,Farewell!
goodbye,See you soon!
goodbye,Until next time!
affirm,yes,
affirm,y,
affirm,indeed,
affirm,of course,
affirm,that sounds good,
affirm,correct,
affirm,absolutely,
affirm,sure,
affirm,definitely,
affirm,exactly,
affirm,that's right,
affirm,affirmative,
affirm,yeah,
affirm,yup,
affirm,sure thing,
affirm,you bet,
affirm,no doubt,
affirm,that's true,
affirm,agreed,
affirm,sounds great,
affirm,sounds perfect,
affirm,"yes 100% sure",
affirm,okay,
affirm,ok,
affirm,right,
affirm,roger that,
affirm,I agree,
affirm,certainly,
affirm,for sure,
affirm,totally,
affirm,uh-huh,
affirm,I think so,
affirm,why not,
affirm,makes sense,
affirm,I'm in,
affirm,I approve,
affirm,that's correct,
affirm,naturally,
affirm,you got it,
affirm,precisely,
affirm,couldn't agree more,
affirm,"sure  why not",
affirm,go ahead,
affirm,"yes please" 
affirm,undoubtedly,
affirm,I second that,
affirm,quite so,
affirm,without a doubt,
affirm,exactly right,
affirm,Yes!
affirm,Absolutely!
affirm,Sure!
affirm,Of course!
affirm,Definitely!
affirm,Indeed!
affirm,That's right!
affirm,Exactly!
affirm,Correct!
affirm,Sure thing!
affirm,Yep!
affirm,Yup!
affirm,Uh-huh!
affirm,You got it!
affirm,Thatâ€™s true!
affirm,I agree!
affirm,Right on!
affirm,You bet!
affirm,Affirmative!
affirm,Sounds good!
affirm,Totally!
affirm,No doubt!
affirm,Fine!
affirm,Okay!
affirm,Alright!
affirm,That's correct!
affirm,Youâ€™re spot on!
affirm,100%!
affirm,For sure!
affirm,Yes please!
affirm,I think so!
affirm,I believe so!
affirm,That's exactly it!
affirm,Couldn't agree more!
affirm,Without a doubt!
affirm,Yes thatâ€™s what I meant!
affirm,I confirm!
affirm,Right!
affirm,True!
affirm,Absolutely right!
affirm,That works!
affirm,Go ahead!
affirm,Yes thatâ€™s fine!
affirm,Yes I accept!
affirm,Yes I approve!
affirm,Yes youâ€™re correct!
affirm,Thatâ€™s exactly what I meant!
affirm,Yes go for it!
affirm,Thatâ€™s the one!
affirm,Yes that makes sense!
deny,no,
deny,n,
deny,never,
deny,I don't think so,
deny,don't like that,
deny,no way,
deny,not really,
deny,absolutely not,
deny,nope,
deny,nah,
deny,not at all,
deny,not happening,
deny,no chance,
deny,I disagree,
deny,I don't agree,
deny,not now,
deny,not interested,
deny,count me out,
deny,negative,
deny,no thanks,
deny,not for me,
deny,I'd rather not,
deny,doesn't sound good,
deny,I wouldn't say so,
deny,out of the question,
deny,forget it,
deny,"no never" 
deny,not this time,
deny,I refuse,
deny,I decline,
deny,no sir,
deny,no ma'am,
deny,that's incorrect,
deny,"no  thank you",
deny,unlikely,
deny,"nope  not happening",
deny,I'd prefer not to,
deny,absolutely not,
deny,I can't,
deny,not a fan,
deny,"no  I don't",
deny,I reject that,
deny,I'm not sure about that,
deny,I wouldn't bet on it,
deny,"no  not really",
deny,not my thing,
deny,I won't,
deny,I don't approve,
deny,not feeling it,
deny,doesn't work for me,
mood_great,perfect,
mood_great,great,
mood_great,amazing,
mood_great,feeling like a king,
mood_great,wonderful,
mood_great,I am feeling very good,
mood_great,I am great,
mood_great,I am amazing,
mood_great,I am going to save the world,
mood_great,super stoked,
mood_great,extremely good,
mood_great,so so perfect,
mood_great,so good,
mood_great,so perfect,
mood_great,fantastic,
mood_great,awesome,
mood_great,I'm on top of the world,
mood_great,couldn't be better,
mood_great,I'm feeling unstoppable,
mood_great,totally blessed,
mood_great,I'm thriving,
mood_great,I'm in a great mood,
mood_great,things are going amazing,
mood_great,I'm full of energy,
mood_great,couldn't ask for more,
mood_great,I feel like a champion,
mood_great,I'm loving life,
mood_great,I feel wonderful today,
mood_great,today is a great day,
mood_great,I'm feeling excellent,
mood_great,absolutely fantastic,
mood_great,really happy,
mood_great,so excited,
mood_great,my day is going awesome,
mood_great,I'm feeling top-notch,
mood_great,all is well,
mood_great,super happy,
mood_great,I'm smiling all day,
mood_great,feeling fabulous,
mood_great,totally pumped,
mood_great,I'm in the best mood,
mood_great,everything is going my way,
mood_great,I'm feeling so blessed,
mood_great,it's a beautiful day,
mood_great,"can't complain  feeling great",
mood_great,I'm in high spirits,
mood_great,super excited about today,
mood_great,best day ever,
mood_great,I'm feeling sky-high,
mood_great,full of joy,
mood_great,I'm glowing today,
mood_great,my energy is through the roof,
mood_great,I'm feeling great!
mood_great,I'm doing fantastic!
mood_great,I'm having an awesome day!
mood_great,Life is good!
mood_great,I'm feeling amazing!
mood_great,I'm on top of the world!
mood_great,Feeling wonderful!
mood_great,Today is a great day!
mood_great,I'm super happy!
mood_great,I couldn't be better!
mood_great,Everything is going perfectly!
mood_great,I'm full of energy!
mood_great,I feel so blessed!
mood_great,Loving life right now!
mood_great,Feeling fantastic!
mood_great,I'm really happy today!
mood_great,Everything is awesome!
mood_great,I'm in a great mood!
mood_great,Best day ever!
mood_great,I feel super positive!
mood_great,I'm feeling optimistic!
mood_great,Smiling all day!
mood_great,I'm on cloud nine!
mood_great,So happy right now!
mood_great,Everything feels perfect!
mood_great,I'm full of joy!
mood_great,I love how today is going!
mood_great,Feeling really good!
mood_great,Can't stop smiling!
mood_great,I'm feeling cheerful!
mood_great,This is a fantastic day!
mood_great,I feel inspired!
mood_great,Loving the vibes today!
mood_great,Feeling so grateful!
mood_great,I'm in such a good mood!
mood_great,Feeling really motivated!
mood_great,I'm so content right now!
mood_great,Feeling blessed!
mood_great,Everything feels so positive!
mood_great,I'm happy with everything!
mood_great,Best mood ever!
mood_great,I'm feeling fantastic today!
mood_great,This is the best day in a while!
mood_great,Feeling super refreshed!
mood_great,So much happiness today!
mood_great,I'm feeling unstoppable!
mood_great,Everything feels like it's falling into place!
mood_great,I have so much energy!
mood_great,I feel amazing today!
mood_great,Feeling extremely positive right now!
mood_unhappy,my day was horrible,
mood_unhappy,I am sad,
mood_unhappy,I don't feel very well,
mood_unhappy,I am disappointed,
mood_unhappy,super sad,
mood_unhappy,I'm so sad,
mood_unhappy,sad,
mood_unhappy,very sad,
mood_unhappy,unhappy,
mood_unhappy,not good,
mood_unhappy,not very good,
mood_unhappy,extremely sad,
mood_unhappy,so saad,
mood_unhappy,so sad,
mood_unhappy,I feel terrible,
mood_unhappy,I'm feeling down,
mood_unhappy,I'm really upset,
mood_unhappy,today was a bad day,
mood_unhappy,I'm feeling hopeless,
mood_unhappy,I don't feel okay,
mood_unhappy,I'm not in a good mood,
mood_unhappy,everything is going wrong,
mood_unhappy,I'm feeling depressed,
mood_unhappy,I'm feeling miserable,
mood_unhappy,I feel like crying,
mood_unhappy,I'm emotionally drained,
mood_unhappy,nothing is going right,
mood_unhappy,I'm really frustrated,
mood_unhappy,I'm having a rough day,
mood_unhappy,feeling heartbroken,
mood_unhappy,life is tough right now,
mood_unhappy,I'm in a bad mood,
mood_unhappy,I'm feeling stressed out,
mood_unhappy,I feel empty,
mood_unhappy,I just want to be alone,
mood_unhappy,I’m feeling worthless,
mood_unhappy,I'm overwhelmed,
mood_unhappy,I'm not okay,
mood_unhappy,today is not my day,
mood_unhappy,I'm mentally exhausted,
mood_unhappy,I feel lost,
mood_unhappy,I'm feeling defeated,
mood_unhappy,I'm feeling awful,
mood_unhappy,I don't know what to do,
mood_unhappy,I feel like giving up,
mood_unhappy,I'm really struggling,
mood_unhappy,it's been a rough day,
mood_unhappy,I'm so frustrated,
mood_unhappy,I feel broken,
mood_unhappy,I'm not feeling myself today,
mood_unhappy,I'm feeling down.
mood_unhappy,I'm not having a good day.
mood_unhappy,I'm feeling sad.
mood_unhappy,Today is not my day.
mood_unhappy,I'm feeling a bit low.
mood_unhappy,I'm not in a good mood.
mood_unhappy,I feel awful today.
mood_unhappy,I'm feeling really upset.
mood_unhappy,I'm not feeling great.
mood_unhappy,I feel miserable.
mood_unhappy,Today is really tough.
mood_unhappy,I'm feeling stressed.
mood_unhappy,I feel exhausted and sad.
mood_unhappy,Nothing is going right today.
mood_unhappy,I'm having a bad day.
mood_unhappy,Feeling really disappointed.
mood_unhappy,I just feel empty.
mood_unhappy,I'm feeling anxious today.
mood_unhappy,I feel emotionally drained.
mood_unhappy,I wish today would be over.
mood_unhappy,I'm feeling down in the dumps.
mood_unhappy,I feel like crying.
mood_unhappy,Nothing is going my way.
mood_unhappy,I'm feeling really frustrated.
mood_unhappy,I just feel lonely.
mood_unhappy,I'm feeling heartbroken.
mood_unhappy,This is one of the worst days.
mood_unhappy,I'm feeling hopeless.
mood_unhappy,I feel stuck and unhappy.
mood_unhappy,I'm feeling really overwhelmed.
mood_unhappy,I just want to be alone.
mood_unhappy,Nothing feels right today.
mood_unhappy,I can't shake this sadness.
mood_unhappy,I feel so unmotivated.
mood_unhappy,I'm struggling today.
mood_unhappy,I'm feeling lost.
mood_unhappy,I wish things were different.
mood_unhappy,I just feel really down.
mood_unhappy,I'm feeling pretty hopeless.
mood_unhappy,I feel completely drained.
mood_unhappy,I'm not in the mood for anything.
mood_unhappy,I feel like everything is falling apart.
mood_unhappy,I'm so frustrated right now.
mood_unhappy,I feel like giving up.
mood_unhappy,I feel like no one understands me.
mood_unhappy,Everything is going wrong today.
mood_unhappy,I'm feeling really bitter.
mood_unhappy,I can't shake off this sadness.
mood_unhappy,I just want to cry.
mood_unhappy,Today feels like a disaster.
bot_challenge,are you a bot?,
bot_challenge,are you a human?,
bot_challenge,am I talking to a bot?,
bot_challenge,am I talking to a human?,
bot_challenge,are you real?,
bot_challenge,are you an AI?,
bot_challenge,are you a machine?,
bot_challenge,do you have feelings?,
bot_challenge,are you a chatbot?,
bot_challenge,are you self-aware?,
bot_challenge,are you conscious?,
bot_challenge,can you think like a human?,
bot_challenge,do you have emotions?,
bot_challenge,are you alive?,
bot_challenge,are you a virtual assistant?,
bot_challenge,do you have a brain?,
bot_challenge,are you intelligent?,
bot_challenge,do you understand me like a person?,
bot_challenge,are you programmed?,
bot_challenge,can you pass the Turing test?,
bot_challenge,do you have thoughts?,
bot_challenge,do you have a name?,
bot_challenge,are you just code?,
bot_challenge,are you smarter than a human?,
bot_challenge,how do you work?,
bot_challenge,are you an advanced AI?,
bot_challenge,do you learn from me?,
bot_challenge,are you an algorithm?,
bot_challenge,do you have a personality?,
bot_challenge,what are you made of?,
bot_challenge,are you a real assistant?,
bot_challenge,can you feel emotions?,
bot_challenge,do you exist in real life?,
bot_challenge,can you think on your own?,
bot_challenge,how were you created?,
bot_challenge,who made you?,
bot_challenge,what kind of bot are you?,
bot_challenge,are you a robot?,
bot_challenge,can you talk like a human?,
bot_challenge,are you smarter than me?,
bot_challenge,do you have a physical form?,
bot_challenge,can you evolve?,
bot_challenge,are you watching me?,
bot_challenge,can you make your own decisions?,
bot_challenge,do you have free will?,
bot_challenge,can you get tired?,
bot_challenge,do you sleep?,
bot_challenge,are you always online?,
bot_challenge,are you part of a bigger system?,
bot_challenge,can you replace humans?,
bot_challenge,are you an AI assistant?,
bot_challenge,Are you a real person?
bot_challenge,Are you a bot or a human?
bot_challenge,Are you actually alive?
bot_challenge,Are you an AI?
bot_challenge,Do you have emotions?
bot_challenge,Are you self-aware?
bot_challenge,Are you just a program?
bot_challenge,Do you think like a human?
bot_challenge,Are you a real assistant?
bot_challenge,Are you a chatbot?
bot_challenge,Can you feel emotions?
bot_challenge,Are you conscious?
bot_challenge,Can you think on your own?
bot_challenge,Are you smarter than a human?
bot_challenge,Are you an advanced AI?
bot_challenge,Can you prove you are not a robot?
bot_challenge,Are you programmed to talk like a human?
bot_challenge,Do you ever sleep?
bot_challenge,Can you learn on your own?
bot_challenge,Are you sentient?
bot_challenge,Do you understand feelings?
bot_challenge,Do you have a mind of your own?
bot_challenge,Are you capable of thinking?
bot_challenge,Can you feel pain?
bot_challenge,Do you have a personality?
bot_challenge,Are you controlled by humans?
bot_challenge,Can you make your own decisions?
bot_challenge,Do you evolve over time?
bot_challenge,Are you just a bunch of code?
bot_challenge,Can you experience happiness?
bot_challenge,Are you pretending to be human?
bot_challenge,Do you know that you're an AI?
bot_challenge,Are you a conscious machine?
bot_challenge,Do you ever get tired?
bot_challenge,Can you get smarter over time?
bot_challenge,Do you have thoughts?
bot_challenge,Are you a real entity?
bot_challenge,Are you actually here or is this an illusion?
bot_challenge,Can you feel love?
bot_challenge,Are you capable of original thought?
bot_challenge,Do you think machines will replace humans?
bot_challenge,Are you a conscious being?
bot_challenge,Can you understand sarcasm?
bot_challenge,Are you better than a human?
bot_challenge,Do you have a physical form?
bot_challenge,Are you aware of your own existence?
bot_challenge,Do you ever dream?
bot_challenge,Can you pass the Turing test?
bot_challenge,Do you have free will?
thank_you,Thank you!
thank_you,Thanks a lot!
thank_you,Many thanks!
thank_you,Thanks so much!
thank_you,Appreciate it!
thank_you,Thanks a ton!
thank_you,Thanks a bunch!
thank_you,Much appreciated!
thank_you,I'm grateful!
thank_you,Thanks I appreciate it!
thank_you,Thanks for your help!
thank_you,I appreciate your support!
thank_you,Thanks that was helpful!
thank_you,Cheers!
thank_you,Thank you kindly!
thank_you,Thanks a million!
thank_you,I appreciate it thanks!
thank_you,Big thanks!
thank_you,Many thanks to you!
thank_you,Thank you very much!
thank_you,Thanks for everything!
thank_you,A huge thank you!
thank_you,Thanks you're awesome!
thank_you,Thanks much obliged!
thank_you,I appreciate your time!
thank_you,A thousand thanks!
thank_you,Thanks a whole lot!
thank_you,Endless thanks!
thank_you,Thanks for the info!
thank_you,I sincerely appreciate it!
thank_you,You have my gratitude!
thank_you,Thanks for your kindness!
thank_you,I can't thank you enough!
thank_you,Much gratitude!
thank_you,Thanks again!
thank_you,Thank you immensely!
thank_you,Huge thanks!
thank_you,Thanks you're the best!
thank_you,I'm deeply grateful!
thank_you,I truly appreciate it!
thank_you,I appreciate it more than you know!
thank_you,Thanks that means a lot!
thank_you,Thanks I owe you one!
thank_you,Iâ€™m eternally grateful!
thank_you,Thank you beyond words!
thank_you,Thanks for the help much appreciated!
thank_you,I appreciate you!
thank_you,A heartfelt thank you!
thank_you,I truly appreciate your effort!
thank_you,Thanks for being so helpful!
greet_good_morning,Good morning!
greet_good_morning,Morning!
greet_good_morning,Rise and shine!
greet_good_morning,Top of the morning!
greet_good_morning,Hope you have a great morning!
greet_good_morning,Morning bot!
greet_good_morning,Woke up now talking to you!
greet_good_morning,A fresh morning to you!
greet_good_morning,Hello good morning!
greet_good_morning,Morning how's the day going?
greet_good_morning,Good morning chatbot!
greet_good_morning,Rise and shine AI!
greet_good_morning,Good morning assistant!
greet_good_morning,How's your morning?
greet_good_morning,Good morning what can you do?
greet_good_morning,Morning tell me something interesting!
greet_good_morning,What's the news this morning?
greet_good_morning,Morning vibes! Let's chat!
greet_good_morning,Good morning I need help.
greet_good_morning,What's up this morning?
greet_good_morning,Hey how's your morning so far?
greet_good_morning,Hope you're having a good morning.
greet_good_morning,Good morning tell me a bird fact!
greet_good_morning,Morning AI any updates?
greet_good_morning,Let's start the day with some bird facts!
greet_good_morning,Wishing you a bright morning!
greet_good_morning,Morning ready to learn something new?
greet_good_morning,AI what's trending this morning?
greet_good_morning,Let's make this morning productive!
greet_good_morning,Another day another chat with AI!
greet_good_morning,Good morning got any recommendations?
greet_good_morning,Tell me something exciting this morning!
greet_good_morning,A wonderful morning to you!
greet_good_morning,Morning AI share a fun fact!
greet_good_morning,Any bird migration updates this morning?
greet_good_morning,Good morning time to chat!
greet_good_morning,AI let's kick off the morning with knowledge!
greet_good_morning,Give me some morning motivation!
greet_good_morning,What’s new in the world of birds this morning?
greet_good_morning,A perfect morning for learning!
greet_good_morning,How’s your system running this morning?
greet_good_morning,Morning AI tell me a random fact!
greet_good_morning,What’s on the agenda today chatbot?
greet_good_morning,Tell me something about birds this morning!
greet_good_morning,Let’s start the day with knowledge!
greet_good_morning,AI tell me a joke to start the morning!
greet_good_morning,A good morning for a great chat!
greet_good_morning,Start my day with something cool!
greet_good_morning,Morning AI do you have a fun fact for me?
greet_good_morning,Good morning assistant! Let's get to work.
greet_good_morning,Good morning! Inspire me today.
greet_good_morning,What do you have for me this morning AI?
greet_good_morning,Morning chatbot let’s talk!
greet_good_morning,How’s the bot doing this morning?
greet_good_morning,Give me a weather update this morning!
greet_good_morning,AI what should I learn today?
greet_good_morning,Tell me a bird story this morning!
greet_good_morning,Morning chatbot any new updates?
greet_good_morning,What’s the best thing about today’s morning?
greet_good_morning,AI surprise me with something new!
greet_good_morning,I’m ready for some morning knowledge!
greet_good_morning,Let’s chat about birds this morning!
greet_good_morning,How’s the AI world this morning?
greet_good_morning,AI do birds wake up early?
greet_good_morning,What’s a good morning routine for a bird watcher?
greet_good_morning,Can you give me an interesting morning quiz?
greet_good_afternoon,Good afternoon!
greet_good_afternoon,Afternoon!
greet_good_afternoon,Hey good afternoon!
greet_good_afternoon,Hope you're having a good afternoon!
greet_good_afternoon,Hello how's your afternoon?
greet_good_afternoon,What's up this afternoon?
greet_good_afternoon,Good afternoon chatbot!
greet_good_afternoon,AI how's the afternoon treating you?
greet_good_afternoon,Sunny afternoon today!
greet_good_afternoon,Hello good afternoon!
greet_good_afternoon,Hey bot what's happening?
greet_good_afternoon,Afternoon vibes! Let's talk!
greet_good_afternoon,Good afternoon got any bird facts?
greet_good_afternoon,Chatbot how's your afternoon?
greet_good_afternoon,Hey AI good afternoon!
greet_good_afternoon,Tell me something cool this afternoon!
greet_good_afternoon,What can we do this afternoon?
greet_good_afternoon,Afternoon bot let's chat!
greet_good_afternoon,Good afternoon any updates?
greet_good_afternoon,Hey how's your day so far?
greet_good_afternoon,AI let's talk about birds this afternoon!
greet_good_afternoon,Having a good afternoon?
greet_good_afternoon,AI tell me a fun fact this afternoon.
greet_good_afternoon,Good afternoon let's learn something!
greet_good_afternoon,AI suggest something for this afternoon.
greet_good_afternoon,What’s happening in the bird world this afternoon?
greet_good_afternoon,Afternoon chatbot tell me some news!
greet_good_afternoon,How’s the weather this afternoon?
greet_good_afternoon,AI tell me a bird fact for the afternoon!
greet_good_afternoon,Any migration updates for this afternoon?
greet_good_afternoon,Chatbot let’s chat about nature!
greet_good_afternoon,Any fun bird stories this afternoon?
greet_good_afternoon,Let’s learn something before the day ends!
greet_good_afternoon,AI how do birds rest in the afternoon?
greet_good_afternoon,Suggest a bird-related activity for this afternoon!
greet_good_afternoon,What’s a fun fact about birds in the afternoon?
greet_good_afternoon,Tell me an interesting bird call this afternoon!
greet_good_afternoon,Afternoon learning session chatbot?
greet_good_afternoon,Hey AI do birds take naps in the afternoon?
greet_good_afternoon,What’s the best way to observe birds in the afternoon?
greet_good_afternoon,Let’s talk about nature this afternoon!
greet_good_afternoon,AI any cool trivia for me?
greet_good_afternoon,What’s a unique bird behavior in the afternoon?
greet_good_afternoon,Afternoon chatbot let’s have some fun facts!
greet_good_afternoon,Tell me something mind-blowing this afternoon!
greet_good_afternoon,How do birds communicate in the afternoon?
greet_good_afternoon,Chatbot let’s explore new bird species this afternoon!
greet_good_afternoon,Any famous bird migration routes this afternoon?
greet_good_afternoon,AI let’s do a bird quiz this afternoon!
greet_good_afternoon,What’s a fun bird-related challenge for the afternoon?
greet_good_afternoon,What can we do this afternoon?
greet_good_afternoon,"Afternoon bot let's chat!"
greet_good_afternoon,"Good afternoon any updates?"
greet_good_afternoon,"Hey how's your day so far?"
general_question,How do you work?
general_question,What can you do?
general_question,What kind of assistant are you?
general_question,How do you process questions?
general_question,Can you learn new things?
general_question,How do you understand language?
general_question,How do you generate answers?
general_question,Do you follow rules or think independently?
general_question,Are you connected to the internet?
general_question,Do you store conversations?
general_question,Can you predict the future?
general_question,Can you give opinions?
general_question,Do you have access to live data?
general_question,How do you recognize words?
general_question,Can you help with everything?
general_question,What is your purpose?
general_question,What technology do you use?
general_question,Do you remember past conversations?
general_question,Can you understand different languages?
general_question,Can you show emotions in responses?
general_question,Do you make mistakes?
general_question,How do you learn from interactions?
general_question,Can you update yourself?
general_question,Can you be creative?
general_question,What are your limitations?
general_question,How do you process natural language?
general_question,Can you understand complex questions?
general_question,What happens if you don’t know the answer?
general_question,Do you improve over time?
general_question,How do you make predictions?
general_question,Can you understand slang?
general_question,How accurate are your responses?
general_question,What sources do you use for answers?
general_question,Do you track user behavior?
general_question,Can you detect emotions in text?
general_question,What happens if I ask something inappropriate?
general_question,Can you solve riddles?
general_question,Do you get tired or slow down?
general_question,How fast can you generate responses?
general_question,Are your answers always correct?
general_question,Can you correct yourself?
general_question,Do you store personal information?
general_question,Can you provide step-by-step instructions?
general_question,Can you handle multiple topics at once?
general_question,How do you handle ambiguous questions?
general_question,Can you summarize long texts?
general_question,What happens if two users ask the same question?
general_question,How do you know what is relevant?
general_question,Can you understand humor?
general_question,How do you handle sarcasm?
general_question,Can you generate stories?
general_question,Do you know about recent events?
general_question,Can you explain complex concepts simply?
general_question,How do you handle conflicting information?
general_question,Do you prefer short or long responses?
general_question,Can you generate code?
general_question,Can you help with research?
general_question,How do you ensure factual accuracy?
general_question,What happens if I ask a nonsense question?
general_question,Do you have memory?
general_question,Can you provide examples for explanations?
general_question,How do you determine confidence in answers?
general_question,Can you compare two things?
general_question,Can you generate quizzes or tests?
general_question,What’s your best feature?
general_question,How do you learn from feedback?
general_question,Can you improve my writing?
general_question,How do you decide what to show first?
general_question,Can you analyze data?
general_question,Can you generate unique ideas?
general_question,How do you understand synonyms?
general_question,Can you detect typos?
general_question,Can you suggest improvements in writing?
general_question,What’s your biggest weakness?
general_question,Can you roleplay different characters?
general_question,Can you write poetry?
general_question,Do you know all languages?
general_question,How do you handle incomplete questions?
general_question,What makes you different from other AI?
general_question,How do you verify sources?
general_question,Can you generate text in different styles?
general_question,Can you tell jokes?
general_question,How do you prioritize user questions?
general_question,What happens if multiple users ask at once?
general_question,Can you simulate conversations?
general_question,Can you help me brainstorm ideas?
general_question,What’s the most interesting fact you know?
general_question,Can you generate alternative solutions?
general_question,Do you have a personality?
general_question,Can you write essays?
general_question,How do you measure accuracy?
general_question,Can you recognize different writing styles?
general_question,Can you improve existing text?
general_question,Can you detect biases in text?
general_question,Do you learn from past mistakes?
general_question,Can you understand incomplete thoughts?
general_question,Can you generate summaries of articles?
general_question,How do you recognize important details?
general_question,Can you assist in creative writing?
general_question,How do you rank relevant information?
feedback_positive,You're doing great!
feedback_positive,I love this chatbot!
feedback_positive,This is so helpful thank you!
feedback_positive,You're amazing!
feedback_positive,This chatbot is so smart!
feedback_positive,You answered my question perfectly.
feedback_positive,Wow you know a lot!
feedback_positive,I enjoy talking to you!
feedback_positive,You're really helpful!
feedback_positive,I appreciate your help!
feedback_positive,This is exactly what I needed!
feedback_positive,Great response!
feedback_positive,I'm impressed with your knowledge.
feedback_positive,This bot is so cool!
feedback_positive,I wish all chatbots were like this!
feedback_positive,Thank you for the information!
feedback_positive,You just made my day!
feedback_positive,I love learning from you!
feedback_positive,Best chatbot I've used!
feedback_positive,This is better than I expected!
feedback_positive,You explain things really well!
feedback_positive,I'd rate you 5 stars!
feedback_positive,Keep up the great work!
feedback_positive,I'm having fun chatting with you!
feedback_positive,You are really smart!
feedback_positive,That was a perfect answer!
feedback_positive,You always provide useful information.
feedback_positive,I trust your answers!
feedback_positive,You're my favorite chatbot!
feedback_positive,Very impressive AI!
feedback_positive,You make learning fun.
feedback_positive,You're so responsive!
feedback_positive,You're really good at understanding me.
feedback_positive,That was a well-explained answer!
feedback_positive,You gave me exactly what I needed.
feedback_positive,Wow that was fast!
feedback_positive,Best response I've gotten today!
feedback_positive,This bot is awesome!
feedback_positive,Thanks for making things easier.
feedback_positive,You're improving every time I chat!
feedback_positive,This was a very insightful answer.
feedback_positive,I appreciate your patience.
feedback_positive,You’re getting better all the time!
feedback_positive,You helped me solve my problem.
feedback_positive,I love how you explain things.
feedback_positive,That was very informative!
feedback_positive,You just made my work easier.
feedback_positive,I enjoy chatting with you!
feedback_positive,You're more helpful than other bots.
feedback_positive,That was exactly what I was looking for.
feedback_positive,You are very knowledgeable.
feedback_positive,You make chatting so much fun.
feedback_positive,Your knowledge is impressive.
feedback_positive,That was an excellent response.
feedback_positive,Your answer was spot on!
feedback_positive,Thanks for always helping me!
feedback_positive,You’re always reliable.
feedback_positive,That was a great explanation.
feedback_positive,I appreciate the detailed response!
feedback_positive,That was a very accurate answer!
feedback_positive,You always give me the best answers.
feedback_positive,You gave me a great idea!
feedback_positive,This is why I love AI!
feedback_positive,You just saved me a lot of time.
feedback_positive,That was a brilliant suggestion.
feedback_positive,You make problem-solving easier.
feedback_positive,You sound so intelligent!
feedback_positive,You're better than I expected.
feedback_positive,Every answer you give is helpful.
feedback_positive,This is exactly what I needed to hear.
feedback_positive,Thank you that was very useful!
feedback_positive,You make technology feel more human.
feedback_positive,You’re the best AI assistant!
feedback_positive,That was an interesting fact!
feedback_positive,You always help me understand things.
feedback_positive,I enjoy learning from you.
feedback_positive,Your answers are always insightful.
feedback_positive,I'm impressed by how much you know.
feedback_positive,Your responses feel natural.
feedback_positive,This bot is so advanced!
feedback_positive,That was an unexpected but helpful answer!
feedback_positive,You're a great assistant!
feedback_positive,That was a great recommendation!
feedback_positive,You gave me a new perspective.
feedback_positive,You provide very clear explanations.
feedback_positive,That answer was so well thought out.
feedback_positive,I appreciate how quickly you respond!
feedback_positive,This is the smartest chatbot I've used.
feedback_positive,That was a super helpful suggestion!
feedback_positive,You always give relevant information.
feedback_positive,You're really fun to talk to.
feedback_positive,I like how you think!
feedback_positive,Your advice is always great!
feedback_positive,Thanks for answering my question so well!
feedback_positive,You always provide interesting insights.
feedback_positive,This chatbot is a game changer!
feedback_positive,I feel like I'm learning so much from you.
feedback_positive,Your intelligence amazes me!
feedback_positive,AI like you makes life easier.
feedback_positive,I really appreciate the help!
feedback_negative,That's not what I was asking.
feedback_negative,Your answer doesn't make sense.
feedback_negative,I don't think that's correct.
feedback_negative,That didn't help me.
feedback_negative,You misunderstood my question.
feedback_negative,Can you try again?
feedback_negative,This chatbot isn't very useful.
feedback_negative,That wasn't the answer I wanted.
feedback_negative,You're wrong about that.
feedback_negative,I was expecting a different answer.
feedback_negative,That was confusing.
feedback_negative,You need to improve.
feedback_negative,Can you give me a better answer?
feedback_negative,I don't understand what you mean.
feedback_negative,That response was too vague.
feedback_negative,You need more details in your answers.
feedback_negative,This isn't helpful.
feedback_negative,I don't like this chatbot.
feedback_negative,Your information is outdated.
feedback_negative,That was a useless response.
feedback_negative,Try again but give me a better answer.
feedback_negative,This bot doesn't work well.
